 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 2051-Jul-18 12:00:00.000, 2470371.000000000, , , 18.8245854541498, 24.0875091,  172.4747686,  0.7372851,
 2051-Oct-16 12:00:00.000, 2470461.000000000, , , 19.1815629079700,-13.0838697,  177.6413301,  0.7205550,
 2052-Jan-14 12:00:00.000, 2470551.000000000, , , 17.8700318523022,-27.3568824,  180.2959375,  0.7699391,
 2052-Apr-13 12:00:00.000, 2470641.000000000, , , 17.3911141727691, 12.9316393,  177.2122580,  0.7873940,
 2052-Jul-12 12:00:00.000, 2470731.000000000, , , 18.6809617598448, 26.4119226,  176.8896459,  0.7291765,
 2052-Oct-10 12:00:00.000, 2470821.000000000, , , 19.2513789016731, -8.5647502,  181.8279439,  0.7034216,
 2053-Jan-08 12:00:00.000, 2470911.000000000, , , 18.0414199919716,-29.0158279,  185.1304296,  0.7459205,
 2053-Apr-08 12:00:00.000, 2471001.000000000, , , 17.3385292530017,  8.0218233,  182.4010275,  0.7711421,
 2053-Jul-07 12:00:00.000, 2471091.000000000, , , 18.5304401530443, 28.0352965,  181.3776883,  0.7164892,
 2053-Oct-05 12:00:00.000, 2471181.000000000, , , 19.2989943579582, -3.8550602,  185.9866663,  0.6827171,
 2054-Jan-03 12:00:00.000, 2471271.000000000, , , 18.2243469900840,-29.7759892,  189.8624516,  0.7171809,
 2054-Apr-03 12:00:00.000, 2471361.000000000, , , 17.3202867657379,  2.8350942,  187.6104514,  0.7483437,
 2054-Jul-02 12:00:00.000, 2471451.000000000, , , 18.3776723830060, 28.8882405,  185.9423227,  0.6990686,
 2054-Sep-30 12:00:00.000, 2471541.000000000, , , 19.3236324597699,  0.9173809,  190.1274067,  0.6585832,
 2054-Dec-29 12:00:00.000, 2471631.000000000, , , 18.4135204573762,-29.6271518,  194.4893355,  0.6842545,
 2055-Mar-29 12:00:00.000, 2471721.000000000, , , 17.3374954737270, -2.4545963,  192.8175633,  0.7192707,
 2055-Jun-27 12:00:00.000, 2471811.000000000, , , 18.2272602802264, 28.9173258,  190.5848174,  0.6768278,
 2055-Sep-25 12:00:00.000, 2471901.000000000, , , 19.3252595577811,  5.6436514,  194.2597115,  0.6310872,
 2055-Dec-24 12:00:00.000, 2471991.000000000, , , 18.6038843360687,-28.5950069,  199.0113912,  0.6476900,
 2056-Mar-23 12:00:00.000, 2472081.000000000, , , 17.3903315321493, -7.6690305,  197.9993741,  0.6843543,
 2056-Jun-21 12:00:00.000, 2472171.000000000, , , 18.0843761926762, 28.1021813,  195.3038220,  0.6496776,
 2056-Sep-19 12:00:00.000, 2472261.000000000, , , 19.3047874819515, 10.2203587,  198.3940723,  0.6003495,
 2056-Dec-18 12:00:00.000, 2472351.000000000, , , 18.7909189551309,-26.7401966,  203.4321239,  0.6080101,
 2057-Mar-18 12:00:00.000, 2472441.000000000, , , 17.4779742639158,-12.6364518,  203.1342649,  0.6441668,
 2057-Jun-16 12:00:00.000, 2472531.000000000, , , 17.9542845681275, 26.4586741,  200.0960752,  0.6176092,
 2057-Sep-14 12:00:00.000, 2472621.000000000, , , 19.2638825490183, 14.5324835,  202.5405451,  0.5664768,
 2057-Dec-13 12:00:00.000, 2472711.000000000, , , 18.9702928740985,-24.1518474,  207.7583318,  0.5657034,
 2058-Mar-13 12:00:00.000, 2472801.000000000, , , 17.5984319477597,-17.1878245,  208.2020058,  0.5993721,
 2058-Jun-11 12:00:00.000, 2472891.000000000, , , 17.8418912758534, 24.0280680,  204.9556095,  0.5807446,
 2058-Sep-09 12:00:00.000, 2472981.000000000, , , 19.2046648582642, 18.4683875,  206.7091479,  0.5295634,
 2058-Dec-08 12:00:00.000, 2473071.000000000, , , 19.1382211356041,-20.9309694,  211.9982699,  0.5211405,
 2059-Mar-08 12:00:00.000, 2473161.000000000, , , 17.7486726162434,-21.1660941,  213.1864367,  0.5507064,
 2059-Jun-06 12:00:00.000, 2473251.000000000, , , 17.7517539012716, 20.8683155,  209.8737863,  0.5392643,
 2059-Sep-04 12:00:00.000, 2473341.000000000, , , 19.1297033032567, 21.9146262,  210.9105728,  0.4896626,
 2059-Dec-03 12:00:00.000, 2473431.000000000, , , 19.2913055049042,-17.1755015,  216.1627176,  0.4746307,
 2060-Mar-02 12:00:00.000, 2473521.000000000, , , 17.9248833088412,-24.4463637,  218.0754672,  0.4989072,
 2060-May-31 12:00:00.000, 2473611.000000000, , , 17.6875904758932, 17.0528425,  214.8407652,  0.4934452,
 2060-Aug-29 12:00:00.000, 2473701.000000000, , , 19.0417946936867, 24.7793529,  215.1542629,  0.4468270,
 2060-Nov-27 12:00:00.000, 2473791.000000000, , , 19.4264048803264,-12.9871746,  220.2638315,  0.4264552,
 2061-Feb-25 12:00:00.000, 2473881.000000000, , , 18.1222729578958,-26.9389326,  222.8597351,  0.4446784,
 2061-May-26 12:00:00.000, 2473971.000000000, , , 17.6523496955814, 12.6830121,  219.8423172,  0.4436092,
 2061-Aug-24 12:00:00.000, 2474061.000000000, , , 18.9439439029081, 26.9882228,  219.4480045,  0.4011253,
 2061-Nov-22 12:00:00.000, 2474151.000000000, , , 19.5409281451712, -8.4743279,  224.3126149,  0.3768219,
 2062-Feb-20 12:00:00.000, 2474241.000000000, , , 18.3355236324223,-28.6022171,  227.5338434,  0.3886342,
 2062-May-21 12:00:00.000, 2474331.000000000, , , 17.6479645994851,  7.8986747,  224.8613476,  0.3902000,
 2062-Aug-19 12:00:00.000, 2474421.000000000, , , 18.8395407797849, 28.4841030,  223.7974097,  0.3526561,
 2062-Nov-17 12:00:00.000, 2474511.000000000, , , 19.6327527746032, -3.7603276,  228.3208827,  0.3258865,
 2063-Feb-15 12:00:00.000, 2474601.000000000, , , 18.5589163371714,-29.4166454,  232.0947511,  0.3313529,
 2063-May-16 12:00:00.000, 2474691.000000000, , , 17.6753080026417,  2.8573235,  229.8802714,  0.3338034,
 2063-Aug-14 12:00:00.000, 2474781.000000000, , , 18.7320218786700, 29.2239932,  228.2055361,  0.3015402,
 2063-Nov-12 12:00:00.000, 2474871.000000000, , , 19.7004270578434,  1.0228099,  232.3001173,  0.2737697,
 2064-Feb-10 12:00:00.000, 2474961.000000000, , , 18.7866558952370,-29.3832270,  236.5423656,  0.2733687,
 2064-May-10 12:00:00.000, 2475051.000000000, , , 17.7345203019106, -2.2632406,  234.8788098,  0.2750451,
 2064-Aug-08 12:00:00.000, 2475141.000000000, , , 18.6253991630077, 29.1711322,  232.6739058,  0.2479363,
 2064-Nov-06 12:00:00.000, 2475231.000000000, , , 19.7433342988256,  5.7493750,  236.2601274,  0.2205750,
 2065-Feb-04 12:00:00.000, 2475321.000000000, , , 19.0133843830301,-28.5164432,  240.8789945,  0.2151336,
 2065-May-05 12:00:00.000, 2475411.000000000, , , 17.8248598818124, -7.2945489,  239.8373265,  0.2145998,
 2065-Aug-03 12:00:00.000, 2475501.000000000, , , 18.5237944186925, 28.3037552,  237.2009853,  0.1920994,
 2065-Nov-01 12:00:00.000, 2475591.000000000, , , 19.7615239049435, 10.3024460,  240.2117771,  0.1664780,
 2066-Jan-30 12:00:00.000, 2475681.000000000, , , 19.2338378196132,-26.8563966,  245.1085857,  0.1570080,
 2066-Apr-30 12:00:00.000, 2475771.000000000, , , 17.9445148684867,-12.0822396,  244.7374407,  0.1531857,
 2066-Jul-29 12:00:00.000, 2475861.000000000, , , 18.4310323744860, 26.6280822,  241.7826007,  0.1343995,
 2066-Oct-27 12:00:00.000, 2475951.000000000, , , 19.7556851359672, 14.5890478,  244.1640377,  0.1115841,
 2067-Jan-25 12:00:00.000, 2476041.000000000, , , 19.4432424689821,-24.4716153,  249.2377325,  0.0992805,
 2067-Apr-25 12:00:00.000, 2476131.000000000, , , 18.0908938839157,-16.4845154,  249.5620647,  0.0915113,
 2067-Jul-24 12:00:00.000, 2476221.000000000, , , 18.3510721680155, 24.1882862,  246.4127760,  0.0752410,
 2067-Oct-22 12:00:00.000, 2476311.000000000, , , 19.7274041793894, 18.5123606,  248.1257274,  0.0560240,
 2068-Jan-20 12:00:00.000, 2476401.000000000, , , 19.6376775464130,-21.4492367,  253.2741012,  0.0422048,
 2068-Apr-19 12:00:00.000, 2476491.000000000, , , 18.2609883794535,-20.3801402,  254.2975279,  0.0302610,
 2068-Jul-18 12:00:00.000, 2476581.000000000, , , 18.2877444743442, 21.0614723,  251.0824905,  0.0151071,
 2068-Oct-16 12:00:00.000, 2476671.000000000, , , 19.6790535459801, 21.9717419,  252.1056571, -0.0000276,
 2069-Jan-14 12:00:00.000, 2476761.000000000, , , 19.8136249807846,-17.8930787,  257.2264543, -0.0139816,
 2069-Apr-14 12:00:00.000, 2476851.000000000, , , 18.4511245667664,-23.6513019,  258.9321016, -0.0299759,
 2069-Jul-13 12:00:00.000, 2476941.000000000, , , 18.2446238118850, 17.3394920,  255.7802880, -0.0454623,
 2069-Oct-11 12:00:00.000, 2477031.000000000, , , 19.6135314769848, 24.8692818,  256.1106416, -0.0563579,
 2070-Jan-09 12:00:00.000, 2477121.000000000, , , 19.9684586798523,-13.9052459,  261.1045948, -0.0691192,
 2070-Apr-09 12:00:00.000, 2477211.000000000, , , 18.6573571704872,-26.2065046,  263.4572440, -0.0887002,
 2070-Jul-08 12:00:00.000, 2477301.000000000, , , 18.2248615539490, 13.1264480,  260.4937733, -0.1058628,
 2070-Oct-06 12:00:00.000, 2477391.000000000, , , 19.5344006248247, 27.1231304,  260.1477388, -0.1127464,
 2071-Jan-04 12:00:00.000, 2477481.000000000, , , 20.1002580281414, -9.5835244,  264.9196324, -0.1231081,
 2071-Apr-04 12:00:00.000, 2477571.000000000, , , 18.8756457120177,-27.9839334,  267.8693584, -0.1454830,
 2071-Jul-03 12:00:00.000, 2477661.000000000, , , 18.2308094512910,  8.5310909,  265.2102758, -0.1654745,
 2071-Oct-01 12:00:00.000, 2477751.000000000, , , 19.4454960327378, 28.6787648,  264.2240047, -0.1689888,
 2071-Dec-30 12:00:00.000, 2477841.000000000, , , 20.2077759522998, -5.0312382,  268.6836823, -0.1758781,
 2072-Mar-29 12:00:00.000, 2477931.000000000, , , 19.1016070295298,-28.9641462,  272.1681822, -0.2000245,
 2072-Jun-27 12:00:00.000, 2478021.000000000, , , 18.2640675569880,  3.6884151,  269.9164533, -0.2237477,
 2072-Sep-25 12:00:00.000, 2478111.000000000, , , 19.3508799240446, 29.4998032,  268.3450111, -0.2248618,
 2072-Dec-24 12:00:00.000, 2478201.000000000, , , 20.2903070476264, -0.3551420,  272.4094326, -0.2274060,
 2073-Mar-24 12:00:00.000, 2478291.000000000, , , 19.3307977711559,-29.1594840,  276.3562637, -0.2521431,
 2073-Jun-22 12:00:00.000, 2478381.000000000, , , 18.3251732234264, -1.2490345,  274.5987861, -0.2801759,
 2073-Sep-20 12:00:00.000, 2478471.000000000, , , 19.2545871006952, 29.5638998,  272.5152363, -0.2800792,
 2073-Dec-19 12:00:00.000, 2478561.000000000, , , 20.3473751849942,  4.3193735,  276.1106408, -0.2775925,
 2074-Mar-19 12:00:00.000, 2478651.000000000, , , 19.5583749139937,-28.5946667,  280.4391520, -0.3017594,
 2074-Jun-17 12:00:00.000, 2478741.000000000, , , 18.4134947853669, -6.1249573,  279.2440385, -0.3342662,
 2074-Sep-15 12:00:00.000, 2478831.000000000, , , 19.1601996939919, 28.8583971,  276.7375032, -0.3343438,
 2074-Dec-14 12:00:00.000, 2478921.000000000, , , 20.3788093857469,  8.8734002,  279.7993230, -0.3265092,
 2075-Mar-14 12:00:00.000, 2479011.000000000, , , 19.7795758484373,-27.2942694,  284.4237273, -0.3488311,
 2075-Jun-12 12:00:00.000, 2479101.000000000, , , 18.5275776395201,-10.7900011,  283.8396209, -0.3856090,
 2075-Sep-10 12:00:00.000, 2479191.000000000, , , 19.0714216996139, 27.3827643,  281.0119084, -0.3873317,
 2075-Dec-09 12:00:00.000, 2479281.000000000, , , 20.3850114297116, 13.1982369,  283.4876591, -0.3741155,
 2076-Mar-08 12:00:00.000, 2479371.000000000, , , 19.9901020632360,-25.2961001,  288.3173765, -0.3933351,
 2076-Jun-06 12:00:00.000, 2479461.000000000, , , 18.6652765750765,-15.1194581,  288.3742789, -0.4338409,
 2076-Sep-04 12:00:00.000, 2479551.000000000, , , 18.9918008200484, 25.1608085,  285.3360866, -0.4386715,
 2076-Dec-03 12:00:00.000, 2479641.000000000, , , 20.3669012152176, 17.2003521,  287.1864266, -0.4203278,
 2077-Mar-03 12:00:00.000, 2479731.000000000, , , 20.1856885721512,-22.6612364,  292.1291522, -0.4352821,
 2077-Jun-01 12:00:00.000, 2479821.000000000, , , 18.8235465484132,-19.0036533,  292.8372575, -0.4787047,
 2077-Aug-30 12:00:00.000, 2479911.000000000, , , 18.9243889659303, 22.2452294,  289.7054359, -0.4879427,
 2077-Nov-28 12:00:00.000, 2480001.000000000, , , 20.3257963261369, 20.7976799,  290.9048440, -0.4650477,
 2078-Feb-26 12:00:00.000, 2480091.000000000, , , 20.3625290729183,-19.4763844,  295.8679676, -0.4747251,
 2078-May-27 12:00:00.000, 2480181.000000000, , , 18.9987125763481,-22.3486137,  297.2201941, -0.5200088,
 2078-Aug-25 12:00:00.000, 2480271.000000000, , , 18.8720328410003, 18.7242664,  294.1121648, -0.5346852,
 2078-Nov-23 12:00:00.000, 2480361.000000000, , , 20.2636687630242, 23.9025777,  294.6523064, -0.5081478,
 2079-Feb-21 12:00:00.000, 2480451.000000000, , , 20.5173739635561,-15.8332569,  299.5433767, -0.5117026,
 2079-May-22 12:00:00.000, 2480541.000000000, , , 19.1868872067559,-25.0742794,  301.5171877, -0.5575928,
 2079-Aug-20 12:00:00.000, 2480631.000000000, , , 18.8370673916115, 14.7045635,  298.5474562, -0.5784512,
 2079-Nov-18 12:00:00.000, 2480721.000000000, , , 20.1829850421524, 26.4244443,  298.4361280, -0.5494692,
 2080-Feb-16 12:00:00.000, 2480811.000000000, , , 20.6474315851448,-11.8285663,  303.1654645, -0.5462324,
 2080-May-16 12:00:00.000, 2480901.000000000, , , 19.3837795814248,-27.1117685,  305.7230193, -0.5913937,
 2080-Aug-14 12:00:00.000, 2480991.000000000, , , 18.8214506711683, 10.2966633,  303.0000715, -0.6188254,
 2080-Nov-12 12:00:00.000, 2481081.000000000, , , 20.0865966607002, 28.2871588,  302.2623732, -0.5887995,
 2081-Feb-10 12:00:00.000, 2481171.000000000, , , 20.7506561729073, -7.5488907,  306.7430230, -0.5783143,
 2081-May-11 12:00:00.000, 2481261.000000000, , , 19.5851281448053,-28.4176242,  309.8350716, -0.6214110,
 2081-Aug-09 12:00:00.000, 2481351.000000000, , , 18.8266595914633,  5.6193389,  307.4564671, -0.6554077,
 2081-Nov-07 12:00:00.000, 2481441.000000000, , , 19.9780535658527, 29.4378451,  306.1360216, -0.6258563,
 2082-Feb-05 12:00:00.000, 2481531.000000000, , , 20.8257562442834, -3.0872131,  310.2857910, -0.6079599,
 2082-May-06 12:00:00.000, 2481621.000000000, , , 19.7868588887547,-28.9763044,  313.8528147, -0.6476766,
 2082-Aug-04 12:00:00.000, 2481711.000000000, , , 18.8536086856793,  0.7930768,  311.9042132, -0.6878275,
 2082-Nov-02 12:00:00.000, 2481801.000000000, , , 19.8611305376535, 29.8537644,  310.0598861, -0.6603874,
 2083-Jan-31 12:00:00.000, 2481891.000000000, , , 20.8723410480284,  1.4615514,  313.8040323, -0.6352005,
 2083-May-01 12:00:00.000, 2481981.000000000, , , 19.9851581141105,-28.8019481,  317.7776464, -0.6702785,
 2083-Jul-30 12:00:00.000, 2482071.000000000, , , 18.9028599205315, -4.0386019,  316.3299416, -0.7158257,
 2083-Oct-28 12:00:00.000, 2482161.000000000, , , 19.7402812731930, 29.5237340,  314.0365282, -0.6921244,
 2084-Jan-26 12:00:00.000, 2482251.000000000, , , 20.8908523345097,  5.9906834,  317.3071877, -0.6599984,
 2084-Apr-25 12:00:00.000, 2482341.000000000, , , 20.1766144887128,-27.9291097,  321.6139171, -0.6893233,
 2084-Jul-24 12:00:00.000, 2482431.000000000, , , 18.9743736204268, -8.7280843,  320.7212004, -0.7392381,
 2084-Oct-22 12:00:00.000, 2482521.000000000, , , 19.6200997375156, 28.4473334,  318.0675356, -0.7207737,
 2085-Jan-20 12:00:00.000, 2482611.000000000, , , 20.8821990343548, 10.3825565,  320.8067850, -0.6823824,
 2085-Apr-20 12:00:00.000, 2482701.000000000, , , 20.3577352221500,-26.3898767,  325.3674318, -0.7050004,
 2085-Jul-19 12:00:00.000, 2482791.000000000, , , 19.0671962173011,-13.1395478,  325.0679520, -0.7580211,
 2085-Oct-17 12:00:00.000, 2482881.000000000, , , 19.5046522672069, 26.6324728,  322.1532044, -0.7460461,
 2086-Jan-15 12:00:00.000, 2482971.000000000, , , 20.8475251819169, 14.5328823,  324.3144379, -0.7023337,
 2086-Apr-15 12:00:00.000, 2483061.000000000, , , 20.5251382617209,-24.2247047,  329.0462489, -0.7175165,
 2086-Jul-14 12:00:00.000, 2483151.000000000, , , 19.1795666646971,-17.1578278,  329.3610540, -0.7722020,
 2086-Oct-12 12:00:00.000, 2483241.000000000, , , 19.3978603313999, 24.1088657,  326.2928402, -0.7676498,
 2087-Jan-10 12:00:00.000, 2483331.000000000, , , 20.7884257898228, 18.3512277,  327.8413085, -0.7198351,
 2087-Apr-10 12:00:00.000, 2483421.000000000, , , 20.6759157787496,-21.4816427,  332.6597154, -0.7270260,
 2087-Jul-09 12:00:00.000, 2483511.000000000, , , 19.3092087105949,-20.6960570,  333.5941022, -0.7818518,
 2087-Oct-07 12:00:00.000, 2483601.000000000, , , 19.3031591035199, 20.9342875,  330.4837439, -0.7853338,
 2088-Jan-05 12:00:00.000, 2483691.000000000, , , 20.7068177779631, 21.7571244,  331.3986563, -0.7348252,
 2088-Apr-04 12:00:00.000, 2483781.000000000, , , 20.8071165823490,-18.2374908,  336.2174628, -0.7336720,
 2088-Jul-03 12:00:00.000, 2483871.000000000, , , 19.4530120386139,-23.6791125,  337.7618649, -0.7871370,
 2088-Oct-01 12:00:00.000, 2483961.000000000, , , 19.2234587783468, 17.1922825,  334.7205417, -0.7988731,
 2088-Dec-30 12:00:00.000, 2484051.000000000, , , 20.6048239490409, 24.6746464,  334.9964738, -0.7471983,
 2089-Mar-30 12:00:00.000, 2484141.000000000, , , 20.9160930052632,-14.5806966,  339.7298988, -0.7375794,
 2089-Jun-28 12:00:00.000, 2484231.000000000, , , 19.6073357153521,-26.0428436,  341.8604044, -0.7882691,
 2089-Sep-26 12:00:00.000, 2484321.000000000, , , 19.1612313240058, 12.9973770,  338.9963376, -0.8080176,
 2089-Dec-25 12:00:00.000, 2484411.000000000, , , 20.4850695597784, 27.0155477,  338.6440127, -0.7568011,
 2090-Mar-25 12:00:00.000, 2484501.000000000, , , 21.0005050930984,-10.6019979,  343.2080745, -0.7388656,
 2090-Jun-23 12:00:00.000, 2484591.000000000, , , 19.7683636869761,-27.7333971,  345.8883176, -0.7854375,
 2090-Sep-21 12:00:00.000, 2484681.000000000, , , 19.1182116838693,  8.4626841,  343.3031013, -0.8125755,
 2090-Dec-20 12:00:00.000, 2484771.000000000, , , 20.3503390310675, 28.7026512,  342.3500674, -0.7634934,
 2091-Mar-20 12:00:00.000, 2484861.000000000, , , 21.0584077356924, -6.3854334,  346.6625272, -0.7376080,
 2091-Jun-18 12:00:00.000, 2484951.000000000, , , 19.9319562692107,-28.7131173,  349.8455896, -0.7788667,
 2091-Sep-16 12:00:00.000, 2485041.000000000, , , 19.0955866092560,  3.7081241,  347.6305602, -0.8124192,
 2091-Dec-15 12:00:00.000, 2485131.000000000, , , 20.2037110380952, 29.6745481,  346.1212270, -0.7670968,
 2092-Mar-14 12:00:00.000, 2485221.000000000, , , 21.0883695673093, -2.0097292,  350.1032160, -0.7338294,
 2092-Jun-12 12:00:00.000, 2485311.000000000, , , 20.0939765203377,-28.9756856,  353.7329495, -0.7687621,
 2092-Sep-10 12:00:00.000, 2485401.000000000, , , 19.0937678666387, -1.1447194,  351.9676052, -0.8074992,
 2092-Dec-09 12:00:00.000, 2485491.000000000, , , 20.0486181166520, 29.8995452,  349.9622171, -0.7673625,
 2093-Mar-09 12:00:00.000, 2485581.000000000, , , 21.0893735841069,  2.4350807,  353.5406038, -0.7275181,
 2093-Jun-07 12:00:00.000, 2485671.000000000, , , 20.2501073447875,-28.5372476,  357.5526314, -0.7553677,
 2093-Sep-05 12:00:00.000, 2485761.000000000, , , 19.1123817525349, -5.9622907,  356.3022597, -0.7978275,
 2093-Dec-04 12:00:00.000, 2485851.000000000, , , 19.8885415318755, 29.3703278,  353.8762123, -0.7640593,
 2094-Mar-04 12:00:00.000, 2485941.000000000, , , 21.0610664111671,  6.8501039,  356.9839964, -0.7186667,
 2094-Jun-02 12:00:00.000, 2486031.000000000, , , 20.3963065890814,-27.4354230,    1.3082129, -0.7389122,
 2094-Aug-31 12:00:00.000, 2486121.000000000, , , 19.1506246765160,-10.5965152,    0.6216596, -0.7834801,
 2094-Nov-29 12:00:00.000, 2486211.000000000, , , 19.7275342743676, 28.0909420,  357.8639105, -0.7569759,
 2095-Feb-27 12:00:00.000, 2486301.000000000, , , 21.0040251259737, 11.1286025,    0.4428349, -0.7072652,
 2095-May-28 12:00:00.000, 2486391.000000000, , , 20.5293406826769,-25.7037711,    5.0032531, -0.7195683,
 2095-Aug-26 12:00:00.000, 2486481.000000000, , , 19.2075338152115,-14.9102931,    4.9143650, -0.7646272,
 2095-Nov-24 12:00:00.000, 2486571.000000000, , , 19.5699667805091, 26.0729085,    1.9240334, -0.7459454,
 2096-Feb-22 12:00:00.000, 2486661.000000000, , , 20.9195835247264, 15.1643592,    3.9267522, -0.6932713,
 2096-May-22 12:00:00.000, 2486751.000000000, , , 20.6461733544617,-23.3809944,    8.6433108, -0.6975458,
 2096-Aug-20 12:00:00.000, 2486841.000000000, , , 19.2815955770131,-18.7879052,    9.1693227, -0.7415520,
 2096-Nov-18 12:00:00.000, 2486931.000000000, , , 19.4201116842448, 23.3443835,    6.0543874, -0.7308341,
 2097-Feb-16 12:00:00.000, 2487021.000000000, , , 20.8096388282688, 18.8675452,    7.4445783, -0.6766317,
 2097-May-17 12:00:00.000, 2487111.000000000, , , 20.7442856652859,-20.5166510,   12.2354262, -0.6730602,
 2097-Aug-15 12:00:00.000, 2487201.000000000, , , 19.3707957319735,-22.1370907,   13.3781549, -0.7145775,
 2097-Nov-13 12:00:00.000, 2487291.000000000, , , 19.2821640439296, 19.9664654,   10.2508484, -0.7115128,
 2098-Feb-11 12:00:00.000, 2487381.000000000, , , 20.6767503395570, 22.1567161,   11.0068260, -0.6573020,
 2098-May-12 12:00:00.000, 2487471.000000000, , , 20.8216652585808,-17.1785355,   15.7876831, -0.6462807,
 2098-Aug-10 12:00:00.000, 2487561.000000000, , , 19.4727787266890,-24.8929155,   17.5356139, -0.6840291,
 2098-Nov-08 12:00:00.000, 2487651.000000000, , , 19.1597668886592, 16.0273609,   14.5082704, -0.6879603,
 2099-Feb-06 12:00:00.000, 2487741.000000000, , , 20.5239115242209, 24.9556322,   14.6237276, -0.6352283,
 2099-May-07 12:00:00.000, 2487831.000000000, , , 20.8764890929481,-13.4542445,   19.3101660, -0.6173448,
 2099-Aug-05 12:00:00.000, 2487921.000000000, , , 19.5845570839403,-26.9989137,   21.6373235, -0.6502743,
 2099-Nov-03 12:00:00.000, 2488011.000000000, , , 19.0560023809238, 11.6405195,   18.8198429, -0.6602213,
$$EOE
*********************************************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Calendar dates are given in the modern Gregorian system, extended prior to
its 1582-Oct-15 adoption. The Gregorian calendar more closely corresponds to
physical Earth seasons and orbital motion, but can differ by up to 10 days with
historical records made under the prior Julian calendar, more if the Julian
calendar was extended prior to its 45-Jan-1 BC adoption to label the historical
event. Select "mixed" calendar mode if correlation with historical dates prior
to A.D. 1582 is important.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S
 
 'ObsEcLon,   ObsEcLat,' =
   Observer-centered IAU76/80 ecliptic-of-date longitude and latitude of the
target centers' apparent position, with light-time, gravitational deflection of
light, and stellar aberrations.  Units: DEGREES

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Inquiries   : Jon.D.Giorgini@jpl.nasa.gov

*********************************************************************************************************
