 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 2060-Nov-27 12:00:00.000, 2473791.000000000, , , 8.08382326462741, -4.2012166,   74.5889199, -1.8082987,
 2061-Feb-25 12:00:00.000, 2473881.000000000, , , 8.94024272774736, 28.7432990,   70.7299349, -1.5192850,
 2061-May-26 12:00:00.000, 2473971.000000000, , , 10.0279370918506,  6.5735257,   78.8892882, -1.2466691,
 2061-Aug-24 12:00:00.000, 2474061.000000000, , , 9.46148636581642,-25.3703633,   89.3995328, -1.2027482,
 2061-Nov-22 12:00:00.000, 2474151.000000000, , , 8.16161122361644,-14.0268789,   90.1540812, -1.2524855,
 2062-Feb-20 12:00:00.000, 2474241.000000000, , , 8.60748056735285, 26.6105801,   84.6281962, -1.0493257,
 2062-May-21 12:00:00.000, 2474331.000000000, , , 9.89455579051832, 14.3588881,   90.5912589, -0.7894297,
 2062-Aug-19 12:00:00.000, 2474421.000000000, , , 9.71715934096428,-20.2433603,  101.7078224, -0.6755159,
 2062-Nov-17 12:00:00.000, 2474511.000000000, , , 8.36505218924895,-21.8791022,  105.3259557, -0.6331659,
 2063-Feb-15 12:00:00.000, 2474601.000000000, , , 8.34173546582203, 21.2860166,   99.2553724, -0.4810161,
 2063-May-16 12:00:00.000, 2474691.000000000, , , 9.70372346114389, 21.0329068,  102.5511626, -0.2797771,
 2063-Aug-14 12:00:00.000, 2474781.000000000, , , 9.92985255969796,-13.4500098,  113.6096241, -0.1417958,
 2063-Nov-12 12:00:00.000, 2474871.000000000, , , 8.66615065286544,-26.8560153,  119.8141868, -0.0112028,
 2064-Feb-10 12:00:00.000, 2474961.000000000, , , 8.17828081902884, 13.1776984,  114.4311825,  0.1484060,
 2064-May-10 12:00:00.000, 2475051.000000000, , , 9.47269973287886, 25.9546390,  114.8472554,  0.2661535,
 2064-Aug-08 12:00:00.000, 2475141.000000000, , , 10.0829460707458, -5.6563149,  125.1929956,  0.3788623,
 2064-Nov-06 12:00:00.000, 2475231.000000000, , , 9.02764501913182,-28.6523520,  133.4764609,  0.5655949,
 2065-Feb-04 12:00:00.000, 2475321.000000000, , , 8.14117778415822,  3.2868192,  129.8457744,  0.7833226,
 2065-May-05 12:00:00.000, 2475411.000000000, , , 9.22431410260358, 28.5397473,  127.5403528,  0.8269534,
 2065-Aug-03 12:00:00.000, 2475501.000000000, , , 10.1668420330464,  2.4962597,  136.5523573,  0.8707944,
 2065-Nov-01 12:00:00.000, 2475591.000000000, , , 9.41061349134984,-27.4640439,  146.3003408,  1.0680390,
 2066-Jan-30 12:00:00.000, 2475681.000000000, , , 8.23761982919699, -6.9616171,  145.1123079,  1.3619544,
 2066-Apr-30 12:00:00.000, 2475771.000000000, , , 8.98547252478656, 28.3670087,  140.6574231,  1.3747508,
 2066-Jul-29 12:00:00.000, 2475861.000000000, , , 10.1789674231724, 10.3871278,  147.7815002,  1.3209930,
 2066-Oct-27 12:00:00.000, 2475951.000000000, , , 9.78025511554583,-23.7739110,  158.3568363,  1.4824569,
 2067-Jan-25 12:00:00.000, 2476041.000000000, , , 8.45606497465827,-16.1126884,  159.8670183,  1.8341576,
 2067-Apr-25 12:00:00.000, 2476131.000000000, , , 8.78434699067989, 25.2505811,  154.1726915,  1.8755124,
 2067-Jul-24 12:00:00.000, 2476221.000000000, , , 10.1231322454325, 17.4469708,  158.9741736,  1.7177020,
 2067-Oct-22 12:00:00.000, 2476311.000000000, , , 10.1082380076649,-18.1865870,  169.7601222,  1.8054264,
 2068-Jan-20 12:00:00.000, 2476401.000000000, , , 8.77015083819085,-23.0920257,  173.8564319,  2.1733073,
 2068-Apr-19 12:00:00.000, 2476491.000000000, , , 8.64666994394339, 19.3811710,  167.9939524,  2.2919855,
 2068-Jul-18 12:00:00.000, 2476581.000000000, , , 10.0087561955162, 23.1506015,  170.2195214,  2.0496857,
 2068-Oct-16 12:00:00.000, 2476671.000000000, , , 10.3738223418175,-11.3318611,  180.6405409,  2.0388866,
 2069-Jan-14 12:00:00.000, 2476761.000000000, , , 9.14543718382544,-27.3349197,  186.9652728,  2.3761220,
 2069-Apr-14 12:00:00.000, 2476851.000000000, , , 8.59235206461996, 11.3445632,  181.9580866,  2.5899320,
 2069-Jul-13 12:00:00.000, 2476941.000000000, , , 9.85018511947181, 27.0327384,  181.5996729,  2.3055188,
 2069-Oct-11 12:00:00.000, 2477031.000000000, , , 10.5637456270246, -3.7918106,  191.1274053,  2.1867933,
 2070-Jan-09 12:00:00.000, 2477121.000000000, , , 9.54625836672254,-28.7728558,  199.1999221,  2.4545443,
 2070-Apr-09 12:00:00.000, 2477211.000000000, , , 8.63162508358759,  2.0951331,  195.8518030,  2.7461574,
 2070-Jul-08 12:00:00.000, 2477301.000000000, , , 9.66524493962397, 28.7258638,  193.1845368,  2.4736427,
 2070-Oct-06 12:00:00.000, 2477391.000000000, , , 10.6712013127419,  3.8850211,  201.3464673,  2.2533664,
 2071-Jan-04 12:00:00.000, 2477481.000000000, , , 9.93982335723466,-27.6266969,  210.6444377,  2.4267760,
 2071-Apr-04 12:00:00.000, 2477571.000000000, , , 8.76323185510388, -7.2566770,  209.4556511,  2.7546174,
 2071-Jul-03 12:00:00.000, 2477661.000000000, , , 9.47366665532847, 27.9899056,  205.0233284,  2.5431084,
 2071-Oct-01 12:00:00.000, 2477751.000000000, , , 10.6949728389004, 11.2203352,  211.4172629,  2.2420708,
 2071-Dec-30 12:00:00.000, 2477841.000000000, , , 10.2985659706176,-24.3021599,  221.4224298,  2.3113967,
 2072-Mar-29 12:00:00.000, 2477931.000000000, , , 8.97541603123513,-15.6554706,  222.5869846,  2.6265116,
 2072-Jun-27 12:00:00.000, 2478021.000000000, , , 9.29620515355615, 24.7842185,  217.1364336,  2.5047460,
 2072-Sep-25 12:00:00.000, 2478111.000000000, , , 10.6388888163528, 17.7556591,  221.4536762,  2.1554463,
 2072-Dec-24 12:00:00.000, 2478201.000000000, , , 10.6009588734617,-19.2539886,  231.6702841,  2.1244005,
 2073-Mar-24 12:00:00.000, 2478291.000000000, , , 9.24853153269079,-22.3047936,  235.1317567,  2.3850781,
 2073-Jun-22 12:00:00.000, 2478381.000000000, , , 9.15260132285596, 19.2847107,  229.5053509,  2.3538144,
 2073-Sep-20 12:00:00.000, 2478471.000000000, , , 10.5110949286260, 23.0810020,  231.5645030,  1.9951564,
 2073-Dec-19 12:00:00.000, 2478561.000000000, , , 10.8308107921794,-12.9715144,  241.5238581,  1.8785813,
 2074-Mar-19 12:00:00.000, 2478651.000000000, , , 9.55831363611745,-26.7340336,  247.0503337,  2.0584383,
 2074-Jun-17 12:00:00.000, 2478741.000000000, , , 9.05924671611525, 11.9406704,  242.0684721,  2.0927550,
 2074-Sep-15 12:00:00.000, 2478831.000000000, , , 10.3233055830916, 26.8116267,  241.8526740,  1.7624339,
 2074-Dec-14 12:00:00.000, 2478921.000000000, , , 10.9772426733912, -5.9216799,  251.1120240,  1.5836248,
 2075-Mar-14 12:00:00.000, 2479011.000000000, , , 9.87928276627567,-28.7617900,  258.3663436,  1.6734616,
 2075-Jun-12 12:00:00.000, 2479101.000000000, , , 9.02757337405681,  3.4262205,  254.7271662,  1.7330593,
 2075-Sep-10 12:00:00.000, 2479191.000000000, , , 10.0908309491673, 28.6234416,  252.4151770,  1.4587525,
 2075-Dec-09 12:00:00.000, 2479281.000000000, , , 11.0342626367321,  1.4506231,  260.5581266,  1.2467510,
 2076-Mar-08 12:00:00.000, 2479371.000000000, , , 10.1873967709018,-28.4535829,  269.1470204,  1.2526732,
 2076-Jun-06 12:00:00.000, 2479461.000000000, , , 9.06240263497157, -5.4063453,  267.3604885,  1.2953157,
 2076-Sep-04 12:00:00.000, 2479551.000000000, , , 9.83195667553942, 28.2651185,  263.3384476,  1.0870525,
 2076-Dec-03 12:00:00.000, 2479641.000000000, , , 11.0003260528299,  8.7113582,  269.9807280,  0.8736034,
 2077-Mar-03 12:00:00.000, 2479731.000000000, , , 10.4608127562061,-26.0173272,  279.4851306,  0.8134485,
 2077-Jun-01 12:00:00.000, 2479821.000000000, , , 9.16107080208328,-13.6828468,  279.8445387,  0.8066559,
 2077-Aug-30 12:00:00.000, 2479911.000000000, , , 9.56702191654341, 25.6077660,  274.6904935,  0.6536275,
 2077-Nov-28 12:00:00.000, 2480001.000000000, , , 10.8780256242358, 15.4441740,  279.4955602,  0.4689422,
 2078-Feb-26 12:00:00.000, 2480091.000000000, , , 10.6809441619603,-21.7815629,  289.4855561,  0.3685781,
 2078-May-27 12:00:00.000, 2480181.000000000, , , 9.31382472900622,-20.6145560,  292.0774090,  0.2966771,
 2078-Aug-25 12:00:00.000, 2480271.000000000, , , 9.31756691478885, 20.6998432,  286.5103712,  0.1699379,
 2078-Nov-23 12:00:00.000, 2480361.000000000, , , 10.6741032525780, 21.2131415,  289.2213329,  0.0374745,
 2079-Feb-21 12:00:00.000, 2480451.000000000, , , 10.8327249138055,-16.1018681,  299.2587964, -0.0724253,
 2079-May-22 12:00:00.000, 2480541.000000000, , , 9.50541641662037,-25.6294100,  303.9959799, -0.2069802,
 2079-Aug-20 12:00:00.000, 2480631.000000000, , , 9.10449574957496, 13.8071123,  298.7987920, -0.3455003,
 2079-Nov-18 12:00:00.000, 2480721.000000000, , , 10.3993975219857, 25.5972972,  299.2788424, -0.4150431,
 2080-Feb-16 12:00:00.000, 2480811.000000000, , , 10.9045787098513, -9.3852925,  308.9182207, -0.5021620,
 2080-May-16 12:00:00.000, 2480901.000000000, , , 9.71675839322112,-28.3862251,  315.5783058, -0.6814764,
 2080-Aug-14 12:00:00.000, 2480991.000000000, , , 8.94619309187135,  5.4630360,  311.5069864, -0.8666199,
 2080-Nov-12 12:00:00.000, 2481081.000000000, , , 10.0689881000628, 28.1761333,  309.7930786, -0.8804664,
 2081-Feb-10 12:00:00.000, 2481171.000000000, , , 10.8890009643344, -2.0336288,  318.5786970, -0.9141120,
 2081-May-11 12:00:00.000, 2481261.000000000, , , 9.92742804655518,-28.7769393,  326.8442875, -1.1097891,
 2081-Aug-09 12:00:00.000, 2481351.000000000, , , 8.85652748790321, -3.5555382,  324.5361077, -1.3612542,
 2081-Nov-07 12:00:00.000, 2481441.000000000, , , 9.70329319120622, 28.5926875,  320.8902572, -1.3463523,
 2082-Feb-05 12:00:00.000, 2481531.000000000, , , 10.7833667049684,  5.5137925,  328.3603100, -1.3016880,
 2082-May-06 12:00:00.000, 2481621.000000000, , , 10.1179639504934,-26.8874834,  337.8439601, -1.4798857,
 2082-Aug-04 12:00:00.000, 2481711.000000000, , , 8.84292872497085,-12.2997142,  337.7473958, -1.7951714,
 2082-Nov-02 12:00:00.000, 2481801.000000000, , , 9.32765918413852, 26.5597880,  332.6826200, -1.7941376,
 2083-Jan-31 12:00:00.000, 2481891.000000000, , , 10.5901990081532, 12.7940979,  338.3854021, -1.6570970,
 2083-May-01 12:00:00.000, 2481981.000000000, , , 10.2705073758573,-22.9493346,  348.6453974, -1.7834212,
 2083-Jul-30 12:00:00.000, 2482071.000000000, , , 8.90441636000189,-19.8190547,  350.9792868, -2.1381254,
 2083-Oct-28 12:00:00.000, 2482161.000000000, , , 8.97165153913873, 21.9581889,  345.2488564, -2.1970922,
 2084-Jan-26 12:00:00.000, 2482251.000000000, , , 10.3170473932837, 19.3040295,  348.7804116, -1.9703095,
 2084-Apr-25 12:00:00.000, 2482341.000000000, , , 10.3696027611506,-17.3163968,  359.3305419, -2.0143113,
 2084-Jul-24 12:00:00.000, 2482431.000000000, , , 9.03110788940705,-25.3090598,    4.0818032, -2.3688903,
 2084-Oct-22 12:00:00.000, 2482521.000000000, , , 8.66670255706278, 14.9348062,  358.6055930, -2.5204555,
 2085-Jan-20 12:00:00.000, 2482611.000000000, , , 9.97712759884423, 24.4924818,  359.6808291, -2.2279955,
 2085-Apr-20 12:00:00.000, 2482701.000000000, , , 10.4027862470492,-10.3950878,    9.9913488, -2.1676152,
 2085-Jul-19 12:00:00.000, 2482791.000000000, , , 9.20565520046764,-28.2681716,   16.9458729, -2.4777941,
 2085-Oct-17 12:00:00.000, 2482881.000000000, , , 8.44253134913963,  6.0241590,   12.6774604, -2.7253917,
 2086-Jan-15 12:00:00.000, 2482971.000000000, , , 9.58982789092974, 27.8051051,   11.2266310, -2.4127303,
 2086-Apr-15 12:00:00.000, 2483061.000000000, , , 10.3617546922163, -2.6653859,   20.7280131, -2.2386641,
 2086-Jul-14 12:00:00.000, 2483151.000000000, , , 9.40593976359577,-28.5104183,   29.5133927, -2.4654746,
 2086-Oct-12 12:00:00.000, 2483241.000000000, , , 8.32265842495295, -3.8053440,   27.2773717, -2.7779434,
 2087-Jan-10 12:00:00.000, 2483331.000000000, , , 9.18162521925046, 28.6878136,   23.5505744, -2.5026325,
 2087-Apr-10 12:00:00.000, 2483421.000000000, , , 10.2433848711823,  5.3681248,   31.6449330, -2.2222889,
 2087-Jul-09 12:00:00.000, 2483511.000000000, , , 9.60832379927425,-26.1558235,   41.7762831, -2.3398278,
 2087-Oct-07 12:00:00.000, 2483601.000000000, , , 8.31912200933880,-13.2889604,   42.1234454, -2.6608917,
 2088-Jan-05 12:00:00.000, 2483691.000000000, , , 8.78562906686003, 26.7115498,   36.7551510, -2.4725089,
 2088-Apr-04 12:00:00.000, 2483781.000000000, , , 10.0502733516523, 13.1188437,   42.8515614, -2.1130742,
 2088-Jul-03 12:00:00.000, 2483871.000000000, , , 9.78963742311444,-21.5386254,   53.7664684, -2.1129891,
 2088-Oct-01 12:00:00.000, 2483961.000000000, , , 8.42889336166801,-21.1385530,   56.8966576, -2.3814864,
 2088-Dec-30 12:00:00.000, 2484051.000000000, , , 8.43972789957699, 21.6675534,   50.8734260, -2.2986120,
 2089-Mar-30 12:00:00.000, 2484141.000000000, , , 9.79169631861027, 19.9671634,   54.4604091, -1.9056968,
 2089-Jun-28 12:00:00.000, 2484231.000000000, , , 9.92973074225868,-15.1404571,   65.5431336, -1.7986681,
 2089-Sep-26 12:00:00.000, 2484321.000000000, , , 8.63431079311279,-26.3890971,   71.3176098, -1.9696140,
 2089-Dec-25 12:00:00.000, 2484411.000000000, , , 8.18292100834902, 13.8065165,   65.8180596, -1.9674713,
 2090-Mar-25 12:00:00.000, 2484501.000000000, , , 9.48444155992678, 25.2454110,   66.5826470, -1.5961514,
 2090-Jun-23 12:00:00.000, 2484591.000000000, , , 10.0134731415269, -7.5272924,   77.1810642, -1.4108411,
 2090-Sep-21 12:00:00.000, 2484681.000000000, , , 8.90728809970576,-28.5675451,   85.2011604, -1.4674672,
 2090-Dec-20 12:00:00.000, 2484771.000000000, , , 8.04811831876715,  3.9490675,   81.3479512, -1.4878523,
 2091-Mar-20 12:00:00.000, 2484861.000000000, , , 9.15278843322544, 28.2978726,   79.3161926, -1.1841698,
 2091-Jun-18 12:00:00.000, 2484951.000000000, , , 10.0314817500337,  0.6909149,   88.7640641, -0.9635228,
 2091-Sep-16 12:00:00.000, 2485041.000000000, , , 9.21449784558873,-27.7026864,   98.4678322, -0.9181248,
 2091-Dec-15 12:00:00.000, 2485131.000000000, , , 8.05398979058981, -6.5211257,   97.0828308, -0.8975991,
 2092-Mar-14 12:00:00.000, 2485221.000000000, , , 8.82736874972332, 28.5562843,   92.7265985, -0.6768479,
 2092-Jun-12 12:00:00.000, 2485311.000000000, , , 9.98102084077555,  8.8739909,  100.3784656, -0.4708365,
 2092-Sep-10 12:00:00.000, 2485401.000000000, , , 9.52289788654330,-24.1620805,  111.1262330, -0.3579616,
 2092-Dec-09 12:00:00.000, 2485491.000000000, , , 8.19946425368988,-16.0245972,  112.5896903, -0.2570491,
 2093-Mar-09 12:00:00.000, 2485581.000000000, , , 8.54349990372352, 25.6646941,  106.8171497, -0.0935756,
 2093-Jun-07 12:00:00.000, 2485671.000000000, , , 9.86644646918187, 16.3866869,  112.1124531,  0.0518547,
 2093-Sep-05 12:00:00.000, 2485761.000000000, , , 9.80384530743935,-18.5266651,  123.2407495,  0.1857079,
 2093-Dec-04 12:00:00.000, 2485851.000000000, , , 8.46408871328766,-23.2569996,  127.5021254,  0.3691174,
 2094-Mar-04 12:00:00.000, 2485941.000000000, , , 8.33651035860388, 19.6727817,  121.4918207,  0.5300517,
 2094-Jun-02 12:00:00.000, 2486031.000000000, , , 9.69897024533832, 22.5850453,  124.0503514,  0.5875185,
 2094-Aug-31 12:00:00.000, 2486121.000000000, , , 10.0348217345427,-11.4432695,  134.9045114,  0.6934988,
 2094-Nov-29 12:00:00.000, 2486211.000000000, , , 8.81369012595565,-27.5046721,  141.5950194,  0.9302543,
 2095-Feb-27 12:00:00.000, 2486301.000000000, , , 8.23547588330075, 11.1525665,  136.5352036,  1.1431511,
 2095-May-28 12:00:00.000, 2486391.000000000, , , 9.49558764787493, 26.8842116,  136.2639606,  1.1162420,
 2095-Aug-26 12:00:00.000, 2486481.000000000, , , 10.2004445675580, -3.5741714,  146.2206862,  1.1519575,
 2095-Nov-24 12:00:00.000, 2486571.000000000, , , 9.20861596242977,-28.6427230,  154.7947644,  1.3971236,
 2096-Feb-22 12:00:00.000, 2486661.000000000, , , 8.25702731639520,  1.2285783,  151.6310377,  1.6887166,
 2096-May-22 12:00:00.000, 2486751.000000000, , , 9.27830743721558, 28.7724705,  148.8071379,  1.6144557,
 2096-Aug-20 12:00:00.000, 2486841.000000000, , , 10.2925595369768,  4.4635869,  157.2943796,  1.5513177,
 2096-Nov-18 12:00:00.000, 2486931.000000000, , , 9.61069801745808,-26.9562482,  167.1411794,  1.7591587,
 2097-Feb-16 12:00:00.000, 2487021.000000000, , , 8.40126797144438, -8.7143779,  166.4301477,  2.1187816,
 2097-May-17 12:00:00.000, 2487111.000000000, , , 9.07202780126971, 27.9293909,  161.6994019,  2.0548281,
 2097-Aug-15 12:00:00.000, 2487201.000000000, , , 10.3097870043691, 12.0875569,  168.2279365,  1.8840360,
 2097-Nov-13 12:00:00.000, 2487291.000000000, , , 9.98708227437277,-22.9589337,  178.7368961,  2.0176328,
 2098-Feb-11 12:00:00.000, 2487381.000000000, , , 8.65215958081143,-17.3632803,  180.6343797,  2.4066682,
 2098-May-12 12:00:00.000, 2487471.000000000, , , 8.90178962405476, 24.2787845,  174.9098732,  2.4081636,
 2098-Aug-10 12:00:00.000, 2487561.000000000, , , 10.2565801183842, 18.7704442,  179.1178108,  2.1435668,
 2098-Nov-08 12:00:00.000, 2487651.000000000, , , 10.3119872992545,-17.2313504,  189.7107611,  2.1792276,
 2099-Feb-06 12:00:00.000, 2487741.000000000, , , 8.98182574653743,-23.8216337,  194.0580319,  2.5496128,
 2099-May-07 12:00:00.000, 2487831.000000000, , , 8.78965263772133, 18.0914959,  188.3504935,  2.6471065,
 2099-Aug-05 12:00:00.000, 2487921.000000000, , , 10.1422037887088, 24.0358439,  190.0561038,  2.3235309,
 2099-Nov-03 12:00:00.000, 2488011.000000000, , , 10.5665972441254,-10.3689706,  200.1995959,  2.2522608,
$$EOE
*********************************************************************************************************
Column meaning:
 
TIME

  Times PRIOR to 1962 are UT1, a mean-solar time closely related to the
prior but now-deprecated GMT. Times AFTER 1962 are in UTC, the current
civil or "wall-clock" time-scale. UTC is kept within 0.9 seconds of UT1
using integer leap-seconds for 1972 and later years.

  Conversion from the internal Barycentric Dynamical Time (TDB) of solar
system dynamics to the non-uniform civil UT time-scale requested for output
has not been determined for UTC times after the next July or January 1st.
Therefore, the last known leap-second is used as a constant over future
intervals.

  Time tags refer to the UT time-scale conversion from TDB on Earth
regardless of observer location within the solar system, although clock
rates may differ due to the local gravity field and no analog to "UT"
may be defined for that location.

  Any 'b' symbol in the 1st-column denotes a B.C. date. First-column blank
(" ") denotes an A.D. date.
 
CALENDAR SYSTEM

  Calendar dates are given in the modern Gregorian system, extended prior to
its 1582-Oct-15 adoption. The Gregorian calendar more closely corresponds to
physical Earth seasons and orbital motion, but can differ by up to 10 days with
historical records made under the prior Julian calendar, more if the Julian
calendar was extended prior to its 45-Jan-1 BC adoption to label the historical
event. Select "mixed" calendar mode if correlation with historical dates prior
to A.D. 1582 is important.

  NOTE: "n.a." in output means quantity "not available" at the print-time.
 
 'delta,     deldot,' =
   Apparent range ("delta", light-time aberrated) and range-rate ("delta-dot")
of the target center relative to the observer. A positive "deldot" means the
target center is moving away from the observer, negative indicates movement
toward the observer.  Units: AU and KM/S
 
 'ObsEcLon,   ObsEcLat,' =
   Observer-centered IAU76/80 ecliptic-of-date longitude and latitude of the
target centers' apparent position, with light-time, gravitational deflection of
light, and stellar aberrations.  Units: DEGREES

Computations by ...

    Solar System Dynamics Group, Horizons On-Line Ephemeris System
    4800 Oak Grove Drive, Jet Propulsion Laboratory
    Pasadena, CA  91109   USA

    General site: https://ssd.jpl.nasa.gov/
    Mailing list: https://ssd.jpl.nasa.gov/email_list.html
    System news : https://ssd.jpl.nasa.gov/horizons/news.html
    User Guide  : https://ssd.jpl.nasa.gov/horizons/manual.html
    Connect     : browser        https://ssd.jpl.nasa.gov/horizons/app.html#/x
                  API            https://ssd-api.jpl.nasa.gov/doc/horizons.html
                  command-line   telnet ssd.jpl.nasa.gov 6775
                  e-mail/batch   https://ssd.jpl.nasa.gov/ftp/ssd/horizons_batch.txt
                  scripts        https://ssd.jpl.nasa.gov/ftp/ssd/SCRIPTS
    Inquiries   : Jon.D.Giorgini@jpl.nasa.gov

*********************************************************************************************************
