*******************************************************************************
 Revised: July 08, 2026               Neptune                               899
 
 PHYSICAL DATA:
  Mass x10^24 (kg)      = 102.409         Density (g/cm^3)       =  1.638
  Equat. radius (1 bar) = 24766+-15 km    Volume, 10^10 km^3     = 6254     
  Vol. mean radius (km) = 24624+-21       Polar radius (km)      = 24342+-30
  Geometric Albedo      = 0.41            Flattening             =  0.0171
  Sid. rot. period (III)= 16.11+-0.01 hr  Sid. rot. rate (rad/s) =  0.000108338 
  Mean solar day, h     =~16.11 h         
  GM (km^3/s^2)         = 6835099.97      GM 1-sigma (km^3/s^2)  = +-10 
  Equ. grav, ge (m/s^2) = 11.15           Pol. grav, gp (m/s^2)  = 11.41+-0.03
  Visual magnitude V(1,0)= -6.87
  Vis. mag. (opposition)=  +7.84          Obliquity to orbit     = 28.32 deg
  Sidereal orbit period = 164.788501027 y Sidereal orbit period  = 60189 d
  Mean daily motion     = 0.006020076dg/d Mean orbit velocity    =  5.43 km/s 
  Atmos. temp. (1 bar)  =  72+-2 K        Escape speed (1 bar)  =  23.5 km/s     
  Aroche(ice)/Rp        =  2.98           Hill's sphere rad., Rp = 4700
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         1.54        1.49        1.51
  Maximum Planetary IR (W/m^2)   0.52        0.52        0.52
  Minimum Planetary IR (W/m^2)   0.52        0.52        0.52
*******************************************************************************


*******************************************************************************
Ephemeris / API_USER Wed Sep  9 03:30:02 2026 Pasadena, USA      / Horizons    
*******************************************************************************
Target body name: Neptune (899)                   {source: nep098_merged}
Center body name: Earth (399)                     {source: nep098_merged}
Center-site name: GEOCENTRIC
*******************************************************************************
Start time      : A.D. 1900-Jan-01 12:00:00.0000 UT      
Stop  time      : A.D. 2099-Dec-31 12:00:00.0000 UT      
Step-size       : 129600 minutes
*******************************************************************************
Target pole/equ : IAU_NEPTUNE                     {West-longitude positive}
Target radii    : 24764.0, 24764.0, 24341.0 km    {Equator_a, b, pole_c}       
Center geodetic : 0.0, 0.0, -6378.137             {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center pole/equ : ITRF93                          {East-longitude positive}
Center radii    : 6378.137, 6378.137, 6356.752 km {Equator_a, b, pole_c}       
Target primary  : Sun
Vis. interferer : MOON (R_eq= 1737.400) km        {source: DE441}
Rel. light bend : Sun                             {source: nep098_merged}
Rel. lght bnd GM: 1.3271E+11 km^3/s^2                                          
Atmos refraction: NO (AIRLESS)
RA format       : DEG
Time format     : BOTH
Calendar mode   : Gregorian
EOP file        : eop.260908.p261205                                           
EOP coverage    : DATA-BASED 1962-JAN-20 TO 2026-SEP-08. PREDICTS-> 2026-DEC-04
Units conversion: 1 au= 149597870.700 km, c= 299792.458 km/s, 1 day= 86400.0 s 
Table cut-offs 1: Elevation (-90.0deg=NO ),Airmass (>38.000=NO), Daylight (NO )
Table cut-offs 2: Solar elongation (  0.0,180.0=NO ),Local Hour Angle( 0.0=NO )
Table cut-offs 3: RA/DEC angular rate (     0.0=NO )                           
Table format    : Comma Separated Values (spreadsheet)
*********************************************************************************************************
 Date__(UT)__HR:MN:SC.fff, Date_________JDUT, , ,            delta,     deldot,     ObsEcLon,   ObsEcLat,
*********************************************************************************************************
$$SOE
 1900-Jan-01 12:00:00.000, 2415021.000000000, , , 28.9225197002309,  8.0620271,   85.2050798, -1.2994826,
 1900-Apr-01 12:00:00.000, 2415111.000000000, , , 30.1477301153583, 28.5035579,   84.4125972, -1.2348900,
 1900-Jun-30 12:00:00.000, 2415201.000000000, , , 30.8710175787987, -5.5236559,   87.1649873, -1.1941448,
 1900-Sep-28 12:00:00.000, 2415291.000000000, , , 29.7603657135053,-29.3286046,   89.2568456, -1.2263873,
 1900-Dec-27 12:00:00.000, 2415381.000000000, , , 28.9025441666296,  4.1219699,   87.6444185, -1.2502228,
 1901-Mar-27 12:00:00.000, 2415471.000000000, , , 30.0288842358060, 29.3439986,   86.5486353, -1.1910954,
 1901-Jun-25 12:00:00.000, 2415561.000000000, , , 30.8943218855260, -1.9779143,   89.1176267, -1.1455203,
 1901-Sep-23 12:00:00.000, 2415651.000000000, , , 29.8954308825319,-29.4572789,   91.4541490, -1.1710790,
 1901-Dec-22 12:00:00.000, 2415741.000000000, , , 28.9012095835662,  0.0916864,   90.0867554, -1.1983538,
 1902-Mar-22 12:00:00.000, 2415831.000000000, , , 29.9087810198996, 29.7154639,   88.7141236, -1.1452878,
 1902-Jun-20 12:00:00.000, 2415921.000000000, , , 30.9035189498345,  1.6092840,   91.0677318, -1.0958237,
 1902-Sep-18 12:00:00.000, 2416011.000000000, , , 30.0314689785342,-29.1123109,   93.6190747, -1.1145579,
 1902-Dec-17 12:00:00.000, 2416101.000000000, , , 28.9186156611120, -3.9454522,   92.5284667, -1.1439980,
 1903-Mar-17 12:00:00.000, 2416191.000000000, , , 29.7894775929458, 29.6093268,   90.9109362, -1.0973963,
 1903-Jun-15 12:00:00.000, 2416281.000000000, , , 30.8984920485249,  5.1784684,   93.0193676, -1.0450179,
 1903-Sep-13 12:00:00.000, 2416371.000000000, , , 30.1663788629253,-28.3170470,   95.7537564, -1.0569651,
 1903-Dec-12 12:00:00.000, 2416461.000000000, , , 28.9543181270063, -7.8975871,   94.9653441, -1.0873229,
 1904-Mar-11 12:00:00.000, 2416551.000000000, , , 29.6727903269968, 29.0108182,   93.1405383, -1.0473960,
 1904-Jun-09 12:00:00.000, 2416641.000000000, , , 30.8789206139813,  8.6655127,   94.9769367, -0.9931359,
 1904-Sep-07 12:00:00.000, 2416731.000000000, , , 30.2975315889838,-27.0838412,   97.8604297, -0.9984376,
 1904-Dec-06 12:00:00.000, 2416821.000000000, , , 29.0072149684774,-11.6879736,   97.3937740, -1.0285610,
 1905-Mar-06 12:00:00.000, 2416911.000000000, , , 29.5600727077935, 27.9055068,   95.4030808, -0.9952996,
 1905-Jun-04 12:00:00.000, 2417001.000000000, , , 30.8444150068054, 12.0207577,   96.9443328, -0.9401465,
 1905-Sep-02 12:00:00.000, 2417091.000000000, , , 30.4222255140244,-25.4271864,   99.9407183, -0.9391222,
 1905-Dec-01 12:00:00.000, 2417181.000000000, , , 29.0758140773106,-15.2488950,   99.8093920, -0.9679656,
 1906-Mar-01 12:00:00.000, 2417271.000000000, , , 29.4529169528883, 26.3000557,   97.6975768, -0.9411322,
 1906-May-30 12:00:00.000, 2417361.000000000, , , 30.7950674143766, 15.2040272,   98.9244955, -0.8860485,
 1906-Aug-28 12:00:00.000, 2417451.000000000, , , 30.5382847581833,-23.3731369,  101.9964111, -0.8791567,
 1906-Nov-26 12:00:00.000, 2417541.000000000, , , 29.1585775997409,-18.5292219,  102.2074459, -0.9057994,
 1907-Feb-24 12:00:00.000, 2417631.000000000, , , 29.3529712679109, 24.2206782,  100.0220888, -0.8849563,
 1907-May-25 12:00:00.000, 2417721.000000000, , , 30.7314537390597, 18.1757816,  100.9196070, -0.8308667,
 1907-Aug-23 12:00:00.000, 2417811.000000000, , , 30.6438063402660,-20.9665325,  104.0290435, -0.8186615,
 1907-Nov-21 12:00:00.000, 2417901.000000000, , , 29.2538701289426,-21.4730560,  104.5834148, -0.8423120,
 1908-Feb-19 12:00:00.000, 2417991.000000000, , , 29.2619378275089, 21.7041453,  102.3731937, -0.8268690,
 1908-May-19 12:00:00.000, 2418081.000000000, , , 30.6544913095967, 20.8991383,  102.9316525, -0.7746131,
 1908-Aug-17 12:00:00.000, 2418171.000000000, , , 30.7373569587256,-18.2604731,  106.0398468, -0.7577113,
 1908-Nov-15 12:00:00.000, 2418261.000000000, , , 29.3600669841316,-24.0254925,  106.9330873, -0.7777562,
 1909-Feb-13 12:00:00.000, 2418351.000000000, , , 29.1818669877789, 18.8009156,  104.7471668, -0.7669778,
 1909-May-14 12:00:00.000, 2418441.000000000, , , 30.5657030310039, 23.3181841,  104.9625564, -0.7172725,
 1909-Aug-12 12:00:00.000, 2418531.000000000, , , 30.8178653317961,-15.3007050,  108.0314453, -0.6963695,
 1909-Nov-10 12:00:00.000, 2418621.000000000, , , 29.4757276524306,-26.1351731,  109.2530553, -0.7123777,
 1910-Feb-08 12:00:00.000, 2418711.000000000, , , 29.1146449274191, 15.5594820,  107.1407766, -0.7053920,
 1910-May-09 12:00:00.000, 2418801.000000000, , , 30.4668655149939, 25.3823648,  107.0143969, -0.6588204,
 1910-Aug-07 12:00:00.000, 2418891.000000000, , , 30.8845779818797,-12.1268405,  110.0062848, -0.6346869,
 1910-Nov-05 12:00:00.000, 2418981.000000000, , , 29.5992317040988,-27.7621359,  111.5410266, -0.6463781,
 1911-Feb-03 12:00:00.000, 2419071.000000000, , , 29.0621420502611, 12.0266807,  109.5494193, -0.6422238,
 1911-May-04 12:00:00.000, 2419161.000000000, , , 30.3599995583494, 27.0505490,  109.0893518, -0.5992378,
 1911-Aug-02 12:00:00.000, 2419251.000000000, , , 30.9371916958579, -8.7700416,  111.9667375, -0.5726797,
 1911-Oct-31 12:00:00.000, 2419341.000000000, , , 29.7290792993924,-28.8943378,  113.7954091, -0.5799294,
 1912-Jan-29 12:00:00.000, 2419431.000000000, , , 29.0258639027180,  8.2552350,  111.9690274, -0.5776223,
 1912-Apr-28 12:00:00.000, 2419521.000000000, , , 30.2472796600435, 28.3062973,  111.1888054, -0.5385330,
 1912-Jul-27 12:00:00.000, 2419611.000000000, , , 30.9754818627391, -5.2786895,  113.9164859, -0.5103408,
 1912-Oct-25 12:00:00.000, 2419701.000000000, , , 29.8635010667414,-29.5338710,  116.0153147, -0.5131872,
 1913-Jan-23 12:00:00.000, 2419791.000000000, , , 29.0068942749734,  4.3134438,  114.3959363, -0.5117737,
 1913-Apr-23 12:00:00.000, 2419881.000000000, , , 30.1308354137747, 29.1365075,  113.3148772, -0.4766861,
 1913-Jul-22 12:00:00.000, 2419971.000000000, , , 30.9993538253079, -1.7152890,  115.8590629, -0.4476472,
 1913-Oct-20 12:00:00.000, 2420061.000000000, , , 30.0005358425043,-29.6869087,  118.2013496, -0.4462913,
 1914-Jan-18 12:00:00.000, 2420151.000000000, , , 29.0060782522435,  0.2956979,  116.8252567, -0.4448457,
 1914-Apr-18 12:00:00.000, 2420241.000000000, , , 30.0130480952578, 29.5159095,  115.4696208, -0.4136864,
 1914-Jul-17 12:00:00.000, 2420331.000000000, , , 31.0089431478171,  1.8595590,  117.7986580, -0.3845690,
 1914-Oct-15 12:00:00.000, 2420421.000000000, , , 30.1384080355757,-29.3544647,  120.3544844, -0.3793562,
 1915-Jan-13 12:00:00.000, 2420511.000000000, , , 29.0238278897404, -3.7176210,  119.2535776, -0.3770146,
 1915-Apr-13 12:00:00.000, 2420601.000000000, , , 29.8960991695679, 29.4136243,  117.6543125, -0.3495571,
 1915-Jul-12 12:00:00.000, 2420691.000000000, , , 31.0042561423799,  5.3925350,  119.7398302, -0.3211075,
 1915-Oct-10 12:00:00.000, 2420781.000000000, , , 30.2749322606416,-28.5406660,  122.4762145, -0.3124665,
 1916-Jan-08 12:00:00.000, 2420871.000000000, , , 29.0598309081606, -7.6590443,  121.6768800, -0.3084809,
 1916-Apr-07 12:00:00.000, 2420961.000000000, , , 29.7815832115683, 28.8117203,  119.8704442, -0.2843566,
 1916-Jul-06 12:00:00.000, 2421051.000000000, , , 30.9850712527357,  8.8466129,  121.6861532, -0.2572425,
 1916-Oct-04 12:00:00.000, 2421141.000000000, , , 30.4076891460678,-27.2644761,  124.5690256, -0.2456984,
 1917-Jan-02 12:00:00.000, 2421231.000000000, , , 29.1131387978823,-11.4667430,  124.0909305, -0.2394815,
 1917-Apr-02 12:00:00.000, 2421321.000000000, , , 29.6711252297345, 27.7130131,  122.1183056, -0.2181670,
 1917-Jul-01 12:00:00.000, 2421411.000000000, , , 30.9512483746315, 12.1789258,  123.6416165, -0.1929599,
 1917-Sep-29 12:00:00.000, 2421501.000000000, , , 30.5341978369370,-25.5598909,  126.6347613, -0.1791498,
 1917-Dec-28 12:00:00.000, 2421591.000000000, , , 29.1823670493046,-15.0763032,  126.4922838, -0.1702669,
 1918-Mar-28 12:00:00.000, 2421681.000000000, , , 29.5661554045007, 26.1393615,  124.3968001, -0.1510955,
 1918-Jun-26 12:00:00.000, 2421771.000000000, , , 30.9028788722778, 15.3428045,  125.6096025, -0.1282809,
 1918-Sep-24 12:00:00.000, 2421861.000000000, , , 30.6519305964241,-23.4756626,  128.6753794, -0.1129054,
 1918-Dec-23 12:00:00.000, 2421951.000000000, , , 29.2657656712164,-18.4126311,  128.8758349, -0.1010648,
 1919-Mar-23 12:00:00.000, 2422041.000000000, , , 29.4681801674926, 24.1160132,  126.7039877, -0.0832871,
 1919-Jun-21 12:00:00.000, 2422131.000000000, , , 30.8403408302253, 18.2855412,  127.5917072, -0.0632407,
 1919-Sep-19 12:00:00.000, 2422221.000000000, , , 30.7589393249620,-21.0535999,  130.6923984, -0.0470301,
 1919-Dec-18 12:00:00.000, 2422311.000000000, , , 29.3616332105889,-21.4051191,  131.2367912, -0.0321010,
 1920-Mar-17 12:00:00.000, 2422401.000000000, , , 29.3788662496568, 21.6732008,  129.0368266, -0.0149299,
 1920-Jun-15 12:00:00.000, 2422491.000000000, , , 30.7644855839652, 20.9507720,  129.5903244,  0.0021147,
 1920-Sep-13 12:00:00.000, 2422581.000000000, , , 30.8535290563423,-18.3259298,  132.6872263,  0.0184376,
 1920-Dec-12 12:00:00.000, 2422671.000000000, , , 29.4683263437305,-23.9939754,  133.5714265,  0.0363995,
 1921-Mar-12 12:00:00.000, 2422761.000000000, , , 29.2998497663498, 18.8351380,  131.3919583,  0.0537890,
 1921-Jun-10 12:00:00.000, 2422851.000000000, , , 30.6765167864937, 23.2958416,  131.6074326,  0.0677733,
 1921-Sep-08 12:00:00.000, 2422941.000000000, , , 30.9344646704327,-15.3248049,  134.6622962,  0.0834657,
 1921-Dec-07 12:00:00.000, 2423031.000000000, , , 29.5841536652937,-26.1378602,  135.8760293,  0.1042563,
 1922-Mar-07 12:00:00.000, 2423121.000000000, , , 29.2329769093192, 15.6391217,  133.7658311,  0.1226897,
 1922-Jun-05 12:00:00.000, 2423211.000000000, , , 30.5781740369161, 25.2975148,  133.6444966,  0.1337069,
 1922-Sep-03 12:00:00.000, 2423301.000000000, , , 31.0011293312312,-12.0916112,  136.6199721,  0.1480348,
 1922-Dec-02 12:00:00.000, 2423391.000000000, , , 29.7076377375117,-27.8202314,  138.1482237,  0.1713171,
 1923-Mar-02 12:00:00.000, 2423481.000000000, , , 29.1800011173133, 12.1426457,  136.1543019,  0.1915785,
 1923-May-31 12:00:00.000, 2423571.000000000, , , 30.4715276900465, 26.9333305,  135.7036791,  0.1998607,
 1923-Aug-29 12:00:00.000, 2423661.000000000, , , 31.0530550144037, -8.6903333,  138.5631068,  0.2121478,
 1923-Nov-27 12:00:00.000, 2423751.000000000, , , 29.8369949330539,-29.0247137,  140.3865260,  0.2374743,
 1924-Feb-25 12:00:00.000, 2423841.000000000, , , 29.1423116905174,  8.4199117,  138.5531939,  0.2602453,
 1924-May-25 12:00:00.000, 2423931.000000000, , , 30.3585502562671, 28.1739354,  137.7865445,  0.2661888,
 1924-Aug-23 12:00:00.000, 2424021.000000000, , , 31.0900085196282, -5.1827025,  140.4950919,  0.2758374,
 1924-Nov-21 12:00:00.000, 2424111.000000000, , , 29.9704482462448,-29.7293863,  142.5899337,  0.3026416,
 1925-Feb-19 12:00:00.000, 2424201.000000000, , , 29.1212680432417,  4.5487726,  140.9586603,  0.3284750,
 1925-May-20 12:00:00.000, 2424291.000000000, , , 30.2416605018532, 28.9771829,  139.8949098,  0.3326382,
 1925-Aug-18 12:00:00.000, 2424381.000000000, , , 31.1120856803092, -1.6194945,  142.4198308,  0.3391325,
 1925-Nov-16 12:00:00.000, 2424471.000000000, , , 30.1063990611471,-29.9184058,  144.7586988,  0.3667427,
 1926-Feb-14 12:00:00.000, 2424561.000000000, , , 29.1179270235512,  0.5926718,  143.3667808,  0.3960719,
 1926-May-15 12:00:00.000, 2424651.000000000, , , 30.1233128327405, 29.3182601,  142.0310919,  0.3991440,
 1926-Aug-13 12:00:00.000, 2424741.000000000, , , 31.1195471017229,  1.9552675,  144.3414652,  0.4020364,
 1926-Nov-11 12:00:00.000, 2424831.000000000, , , 30.2430133504335,-29.5938258,  146.8941959,  0.4297495,
 1927-Feb-09 12:00:00.000, 2424921.000000000, , , 29.1328379913619, -3.3899523,  145.7736911,  0.4628557,
 1927-May-10 12:00:00.000, 2425011.000000000, , , 30.0056241915534, 29.1858556,  144.1965311,  0.4656242,
 1927-Aug-08 12:00:00.000, 2425101.000000000, , , 31.1126909664566,  5.5034853,  146.2640003,  0.4645782,
 1927-Nov-06 12:00:00.000, 2425191.000000000, , , 30.3784690001849,-28.7829450,  148.9979268,  0.4916431,
 1928-Feb-04 12:00:00.000, 2425281.000000000, , , 29.1659362359158, -7.3285403,  148.1761376,  0.5286383,
 1928-May-04 12:00:00.000, 2425371.000000000, , , 29.8906301981718, 28.5822388,  146.3924851,  0.5319522,
 1928-Aug-02 12:00:00.000, 2425461.000000000, , , 31.0916706810580,  8.9744615,  148.1923296,  0.5267759,
 1928-Oct-31 12:00:00.000, 2425551.000000000, , , 30.5105498882085,-27.5178844,  151.0727367,  0.5524109,
 1929-Jan-29 12:00:00.000, 2425641.000000000, , , 29.2165168179334,-11.1497260,  150.5706098,  0.5932170,
 1929-Apr-29 12:00:00.000, 2425731.000000000, , , 29.7799108603067, 27.5134579,  148.6201491,  0.5980068,
 1929-Jul-28 12:00:00.000, 2425821.000000000, , , 31.0564909826151, 12.3102458,  150.1304369,  0.5886399,
 1929-Oct-26 12:00:00.000, 2425911.000000000, , , 30.6366851134356,-25.8346825,  153.1214045,  0.6120445,
 1930-Jan-24 12:00:00.000, 2426001.000000000, , , 29.2832980350280,-14.7687477,  152.9532533,  0.6564130,
 1930-Apr-24 12:00:00.000, 2426091.000000000, , , 29.6750396105926, 25.9882400,  150.8788136,  0.6636235,
 1930-Jul-23 12:00:00.000, 2426181.000000000, , , 31.0072424464522, 15.4522740,  152.0819677,  0.6501505,
 1930-Oct-21 12:00:00.000, 2426271.000000000, , , 30.7545390818794,-23.7585676,  155.1454565,  0.6705284,
 1931-Jan-19 12:00:00.000, 2426361.000000000, , , 29.3647424198565,-18.1138460,  155.3200196,  0.7180575,
 1931-Apr-19 12:00:00.000, 2426451.000000000, , , 29.5774660831334, 24.0153538,  153.1666533,  0.7286023,
 1931-Jul-18 12:00:00.000, 2426541.000000000, , , 30.9442494280924, 18.3476102,  154.0494476,  0.7112526,
 1931-Oct-16 12:00:00.000, 2426631.000000000, , , 30.8618641243340,-21.3153920,  157.1470909,  0.7278725,
 1932-Jan-14 12:00:00.000, 2426721.000000000, , , 29.4590271486937,-21.1265921,  157.6662426,  0.7780072,
 1932-Apr-13 12:00:00.000, 2426811.000000000, , , 29.4883752914755, 21.6081491,  155.4815438,  0.7927300,
 1932-Jul-12 12:00:00.000, 2426901.000000000, , , 30.8680471799108, 20.9717327,  156.0343504,  0.7719057,
 1932-Oct-10 12:00:00.000, 2426991.000000000, , , 30.9568267156963,-18.5435057,  159.1278682,  0.7840966,
 1933-Jan-08 12:00:00.000, 2427081.000000000, , , 29.5643024115087,-23.7641015,  159.9878718,  0.8361393,
 1933-Apr-08 12:00:00.000, 2427171.000000000, , , 29.4093646227321, 18.8054317,  157.8196198,  0.8557820,
 1933-Jul-07 12:00:00.000, 2427261.000000000, , , 30.7798766643538, 23.2983834,  158.0389225,  0.8320568,
 1933-Oct-05 12:00:00.000, 2427351.000000000, , , 31.0381795684482,-15.4986284,  161.0895417,  0.8392046,
 1934-Jan-03 12:00:00.000, 2427441.000000000, , , 29.6788938801893,-25.9906302,  162.2814498,  0.8923515,
 1934-Apr-03 12:00:00.000, 2427531.000000000, , , 29.3420566295639, 15.6682475,  160.1770232,  0.9175488,
 1934-Jul-02 12:00:00.000, 2427621.000000000, , , 30.6813901387754, 25.2904384,  160.0643128,  0.8916348,
 1934-Sep-30 12:00:00.000, 2427711.000000000, , , 31.1049109721020,-12.2458777,  163.0348987,  0.8932174,
 1934-Dec-29 12:00:00.000, 2427801.000000000, , , 29.8009550452913,-27.7604893,  164.5434768,  0.9465968,
 1935-Mar-29 12:00:00.000, 2427891.000000000, , , 29.2879827342209, 12.2561545,  162.5495673,  0.9778282,
 1935-Jun-27 12:00:00.000, 2427981.000000000, , , 30.5742813892954, 26.8994353,  162.1117058,  0.9505621,
 1935-Sep-25 12:00:00.000, 2428071.000000000, , , 31.1564292292254, -8.8339652,  164.9657913,  0.9461597,
 1935-Dec-24 12:00:00.000, 2428161.000000000, , , 29.9287122934287,-29.0360994,  166.7719008,  0.9988539,
 1936-Mar-23 12:00:00.000, 2428251.000000000, , , 29.2486160038971,  8.6234235,  164.9323122,  1.0363932,
 1936-Jun-21 12:00:00.000, 2428341.000000000, , , 30.4606449645322, 28.0890056,  164.1827503,  1.0087352,
 1936-Sep-19 12:00:00.000, 2428431.000000000, , , 31.1924580562266, -5.3033172,  166.8851252,  0.9980759,
 1936-Dec-18 12:00:00.000, 2428521.000000000, , , 30.0605714432724,-29.7943548,  168.9654315,  1.0491052,
 1937-Mar-18 12:00:00.000, 2428611.000000000, , , 29.2252165380801,  4.8154576,  167.3215977,  1.0930353,
 1937-Jun-16 12:00:00.000, 2428701.000000000, , , 30.3427331742897, 28.8438230,  166.2784500,  1.0660676,
 1937-Sep-14 12:00:00.000, 2428791.000000000, , , 31.2130924201131, -1.7009815,  168.7966154,  1.0490147,
 1937-Dec-13 12:00:00.000, 2428881.000000000, , , 30.1947778866159,-30.0360315,  171.1234374,  1.0973715,
 1938-Mar-13 12:00:00.000, 2428971.000000000, , , 29.2188636983754,  0.8986469,  169.7130299,  1.1475730,
 1938-Jun-11 12:00:00.000, 2429061.000000000, , , 30.2230387817997, 29.1569605,  168.4002557,  1.1224454,
 1938-Sep-09 12:00:00.000, 2429151.000000000, , , 31.2187836019893,  1.9236372,  170.7036073,  1.0989419,
 1938-Dec-08 12:00:00.000, 2429241.000000000, , , 30.3297645042193,-29.7778511,  173.2470319,  1.1436806,
 1939-Mar-08 12:00:00.000, 2429331.000000000, , , 29.2302737602572, -3.0515311,  172.1024016,  1.1998490,
 1939-Jun-06 12:00:00.000, 2429421.000000000, , , 30.1040258022147, 29.0224510,  170.5497242,  1.1777125,
 1939-Sep-04 12:00:00.000, 2429511.000000000, , , 31.2100129538910,  5.5088926,  172.6103924,  1.1478967,
 1939-Dec-03 12:00:00.000, 2429601.000000000, , , 30.4636669785140,-29.0407772,  175.3378546,  1.1880975,
 1940-Mar-02 12:00:00.000, 2429691.000000000, , , 29.2595836080112, -6.9558406,  174.4869275,  1.2497145,
 1940-May-31 12:00:00.000, 2429781.000000000, , , 29.9876407653842, 28.4335177,  172.7282616,  1.2317178,
 1940-Aug-29 12:00:00.000, 2429871.000000000, , , 31.1870553882620,  8.9952177,  174.5221604,  1.1958944,
 1940-Nov-27 12:00:00.000, 2429961.000000000, , , 30.5943264721025,-27.8401897,  177.3984998,  1.2306858,
 1941-Feb-25 12:00:00.000, 2430051.000000000, , , 29.3063608467556,-10.7344448,  176.8631334,  1.2970284,
 1941-May-26 12:00:00.000, 2430141.000000000, , , 29.8757971406680, 27.3799808,  174.9372711,  1.2842876,
 1941-Aug-24 12:00:00.000, 2430231.000000000, , , 31.1501313212722, 12.3259939,  176.4433337,  1.2429231,
 1941-Nov-22 12:00:00.000, 2430321.000000000, , , 30.7196133906915,-26.1875403,  179.4321847,  1.2714792,
 1942-Feb-20 12:00:00.000, 2430411.000000000, , , 29.3696528256867,-14.3262616,  179.2280542,  1.3416781,
 1942-May-21 12:00:00.000, 2430501.000000000, , , 29.7700423841245, 25.8612483,  177.1770889,  1.3352358,
 1942-Aug-19 12:00:00.000, 2430591.000000000, , , 31.0993982567727, 15.4615439,  178.3780518,  1.2889448,
 1942-Nov-17 12:00:00.000, 2430681.000000000, , , 30.8370255477394,-24.1113156,  181.4414515,  1.3105413,
 1943-Feb-15 12:00:00.000, 2430771.000000000, , , 29.4478503415798,-17.6781958,  181.5783749,  1.3836017,
 1943-May-16 12:00:00.000, 2430861.000000000, , , 29.6715295486021, 23.8925206,  179.4464576,  1.3843688,
 1943-Aug-14 12:00:00.000, 2430951.000000000, , , 31.0350396976794, 18.3742058,  180.3293847,  1.3339045,
 1943-Nov-12 12:00:00.000, 2431041.000000000, , , 30.9442676169838,-21.6640224,  183.4286966,  1.3479388,
 1944-Feb-10 12:00:00.000, 2431131.000000000, , , 29.5390748203100,-20.7347032,  183.9102054,  1.4227580,
 1944-May-10 12:00:00.000, 2431221.000000000, , , 29.5815518446451, 21.5159933,  181.7434820,  1.4314509,
 1944-Aug-08 12:00:00.000, 2431311.000000000, , , 30.9577063041440, 21.0232191,  182.2996773,  1.3777416,
 1944-Nov-06 12:00:00.000, 2431401.000000000, , , 31.0394073306866,-18.9006254,  185.3965843,  1.3837304,
 1945-Feb-04 12:00:00.000, 2431491.000000000, , , 29.6415300096751,-23.4352884,  186.2199283,  1.4591088,
 1945-May-05 12:00:00.000, 2431581.000000000, , , 29.5014547391668, 18.7778290,  184.0655094,  1.4762825,
 1945-Aug-03 12:00:00.000, 2431671.000000000, , , 30.8684521689387, 23.3514215,  184.2914089,  1.4203917,
 1945-Nov-01 12:00:00.000, 2431761.000000000, , , 31.1207544992960,-15.8711828,  187.3471984,  1.4179735,
 1946-Jan-30 12:00:00.000, 2431851.000000000, , , 29.7532420279308,-25.7163634,  188.5041320,  1.4926702,
 1946-Apr-30 12:00:00.000, 2431941.000000000, , , 29.4326857730559, 15.7152706,  186.4084624,  1.5186714,
 1946-Jul-29 12:00:00.000, 2432031.000000000, , , 30.7685701761718, 25.3134283,  186.3061689,  1.4617708,
 1946-Oct-27 12:00:00.000, 2432121.000000000, , , 31.1872020832518,-12.6098710,  189.2826164,  1.4507039,
 1947-Jan-25 12:00:00.000, 2432211.000000000, , , 29.8723987459350,-27.5377191,  190.7594580,  1.5234834,
 1947-Apr-25 12:00:00.000, 2432301.000000000, , , 29.3766141335594, 12.3640578,  188.7684762,  1.5584240,
 1947-Jul-24 12:00:00.000, 2432391.000000000, , , 30.6597303344489, 26.8820984,  188.3448904,  1.5017585,
 1947-Oct-22 12:00:00.000, 2432481.000000000, , , 31.2379181347340, -9.1612034,  191.2055248,  1.4819816,
 1948-Jan-20 12:00:00.000, 2432571.000000000, , , 29.9971673490920,-28.8767596,  192.9834655,  1.5516160,
 1948-Apr-19 12:00:00.000, 2432661.000000000, , , 29.3343699729576,  8.7698094,  191.1413155,  1.5953579,
 1948-Jul-18 12:00:00.000, 2432751.000000000, , , 30.5437237568604, 28.0492007,  190.4089095,  1.5402576,
 1948-Oct-16 12:00:00.000, 2432841.000000000, , , 31.2724887581413, -5.5800249,  193.1182970,  1.5118648,
 1949-Jan-14 12:00:00.000, 2432931.000000000, , , 30.1256874933429,-29.7222869,  195.1747926,  1.5771466,
 1949-Apr-14 12:00:00.000, 2433021.000000000, , , 29.3071873939039,  5.0032689,  193.5219319,  1.6293033,
 1949-Jul-13 12:00:00.000, 2433111.000000000, , , 30.4229114879025, 28.7977947,  192.4989577,  1.5771427,
 1949-Oct-11 12:00:00.000, 2433201.000000000, , , 31.2910352776163, -1.9272430,  195.0239020,  1.5403859,
 1950-Jan-09 12:00:00.000, 2433291.000000000, , , 30.2563993891200,-30.0716148,  197.3320989,  1.6001524,
 1950-Apr-09 12:00:00.000, 2433381.000000000, , , 29.2962140102157,  1.1430994,  195.9060814,  1.6601301,
 1950-Jul-08 12:00:00.000, 2433471.000000000, , , 30.2998951304627, 29.1096185,  194.6155831,  1.6122556,
